language,tl,english,topic,word_type,tier
german,Russland,Russia,travel and tourism,noun,foundation
german,das Schließfach,locker,travel and tourism,noun,foundation
german,das Schloss,palace,travel and tourism,noun,foundation
german,der See,lake,travel and tourism,noun,foundation
german,die See,sea,travel and tourism,noun,foundation
german,seekrank,sea sick,travel and tourism,adj,foundation
german,sehenswert,worth seeing,travel and tourism,adj,foundation
german,die Sehenswürdigkeit,tourist attraction,travel and tourism,noun,foundation
german,der Sicherheitsgurt,seatbelt,travel and tourism,noun,foundation
german,sich sonnen,to sunbathe,travel and tourism,verb,foundation
german,der Sonnenbrand,sunburn,travel and tourism,noun,foundation
german,die Sonnencreme,suntan lotion,travel and tourism,noun,foundation
german,der Speisewagen,dining car,travel and tourism,noun,foundation
german,der Stadtbummel,stroll through town,travel and tourism,noun,foundation
german,die Stadtrundfahrt,city tour,travel and tourism,noun,foundation
german,der Stau,traffic jam,travel and tourism,noun,foundation
german,der Strand,beach,travel and tourism,noun,foundation
german,die Straßenkarte,map,travel and tourism,noun,foundation
german,suchen,to look for,travel and tourism,verb,foundation
german,die Überfahrt,sea crossing,travel and tourism,noun,foundation
german,übernachten,to stay overnight,travel and tourism,verb,foundation
german,die Übernachtung,overnight stay,travel and tourism,noun,foundation
german,die Übernachtung mit Frühstück,B&B,travel and tourism,noun,foundation
german,überqueren,to cross,travel and tourism,verb,foundation
german,umsteigen,to change transport,travel and tourism,verb,foundation
german,unterwegs,on the way,travel and tourism,adj,foundation
german,der Urlaub,holiday,travel and tourism,noun,foundation
german,verbringen,to spend,travel and tourism,verb,foundation
german,verpassen,to miss,travel and tourism,verb,foundation
german,die Verspätung,delay,travel and tourism,noun,foundation
german,die Vollpension,full board,travel and tourism,noun,foundation
german,warten auf,to wait for,travel and tourism,verb,foundation
german,der Wartesaal,waiting room,travel and tourism,noun,foundation
german,weg,away,travel and tourism,adj,foundation
german,der Weg,way,travel and tourism,noun,foundation
german,wegfahren,to go away,travel and tourism,verb,foundation
german,weiterfahren,to travel on,travel and tourism,verb,foundation
german,wieder,again,travel and tourism,other,foundation
german,Wien,Vienna,travel and tourism,noun,foundation
german,der Wohnwagen,caravan,travel and tourism,noun,foundation
german,das Zelt,tent,travel and tourism,noun,foundation
german,zelten,to camp,travel and tourism,verb,foundation
german,das Zweibettzimmer,twin bed room,travel and tourism,noun,foundation
german,der Direktor,headteacher,education,noun,foundation
german,das Fach,subject,education,noun,foundation
german,die Fremdsprache,foreign language,education,noun,foundation
german,gerecht,fair,education,adj,foundation
german,klug,clever,education,adj,foundation
german,lehren,to teach,education,verb,foundation
german,das Schulfach,school subject,education,noun,foundation
german,der Schulleiter,headteacher,education,noun,foundation
german,die Stunde,lesson,education,noun,foundation
german,ungerecht,unfair,education,adj,foundation
german,Werken,DT,education,noun,foundation
german,das Abschlusszeugnis,school leaving certificate,education,noun,foundation
german,der Anspitzer,pencil sharpener,education,noun,foundation
german,die Antwort,answer,education,noun,foundation
german,antworten,to answer,education,verb,foundation
german,sich anziehen,to get dressed,education,verb,foundation
german,der Anzug,suit,education,noun,foundation
german,aufpassen,to pay attention,education,verb,foundation
german,aufstehen,to get up,education,verb,foundation
german,aufwachen,to wake up,education,verb,foundation
german,die Aula,school hall,education,noun,foundation
german,der Austausch,exchange,education,noun,foundation
german,die Auswahl,choice,education,noun,foundation
german,sich ausziehen,to get undressed,education,verb,foundation
german,bestehen,to pass,education,verb,foundation
german,blau machen,to truant,education,verb,foundation
german,die Bluse,blouse,education,noun,foundation
german,dauern,to last,education,verb,foundation
german,der Erfolg,success,education,noun,foundation
german,erfolgreich,successful,education,adj,foundation
german,erklären,to explain,education,verb,foundation
german,erzählen,to tell,education,verb,foundation
german,faul,lazy,education,adj,foundation
german,fehlen,to be missing,education,verb,foundation
german,die Ferien,holidays,education,noun,foundation
german,fleißig,hardworking,education,adj,foundation
german,die Frage,question,education,noun,foundation
german,fragen,to ask,education,verb,foundation
german,die Ganztagsschule,all-day school,education,noun,foundation
german,die Gesamtschule,comprehensive school,education,noun,foundation
german,gründen,to found,education,verb,foundation
german,die Grundschule,primary school,education,noun,foundation
german,das Gymnasium,grammar school,education,noun,foundation
german,die Hauptschule,secondary school,education,noun,foundation
german,der Hausmeister,caretaker,education,noun,foundation
german,das Hemd,shirt,education,noun,foundation
german,die Hose,trousers,education,noun,foundation
german,das Internat,boarding school,education,noun,foundation
german,die Klassenarbeit,test,education,noun,foundation
german,die Klassenfahrt,school trip,education,noun,foundation
german,das Kleid,dress,education,noun,foundation
german,korrigieren,to correct,education,verb,foundation
german,die Krawatte,tie,education,noun,foundation
german,die Kreide,chalk,education,noun,foundation
german,das Labor,laboratory,education,noun,foundation
german,das Lehrerzimmer,staff room,education,noun,foundation
german,das Lineal,ruler,education,noun,foundation
german,malen,to paint,education,verb,foundation
german,die Mittagspause,lunch break,education,noun,foundation
german,mündlich,orally,education,other,foundation
german,nachsitzen,to have a detention,education,verb,foundation
german,die Note,mark,education,noun,foundation
german,der Notendruck,pressure to achieve good marks/grades,education,noun,foundation
german,die Pause,break,education,noun,foundation
german,plaudern,to chat,education,verb,foundation
german,die Prüfung,exam,education,noun,foundation
german,sich rasieren,to shave,education,verb,foundation
german,der Raum,room,education,noun,foundation
german,die Realschule,secondary school,education,noun,foundation
german,rechnen,to calculate,education,verb,foundation
german,die Regel,rule,education,noun,foundation
german,der Rock,skirt,education,noun,foundation
german,schaffen,to manage,education,verb,foundation
german,der Schal,scarf,education,noun,foundation
german,sich schminken,to put on makeup,education,verb,foundation
german,schriftlich,written,education,adj,foundation
german,der Schüler,student,education,noun,foundation
german,der Schulhof,playground,education,noun,foundation
german,schwatzen,to chatter,education,verb,foundation
german,die Seite,page,education,noun,foundation
german,das Sekretariat,school office,education,noun,foundation
german,sich setzen,to sit down,education,verb,foundation
german,sitzen bleiben,to repeat a school year,education,verb,foundation
german,das Sprachlabor,language lab,education,noun,foundation
german,der Stundenplan,timetable,education,noun,foundation
german,die Tafel,whiteboard,education,noun,foundation
german,die Turnhalle,sports hall,education,noun,foundation
german,üben,to practise,education,verb,foundation
german,die Übung,exercise,education,noun,foundation
german,der Umkleideraum,changing room,education,noun,foundation
german,sich umziehen,to get changed,education,verb,foundation
german,der Unterricht,teaching,education,noun,foundation
german,unterrichten,to teach,education,verb,foundation
german,verlassen,to leave,education,verb,foundation
german,die Versammlung,assembly,education,noun,foundation
german,verstehen,to understand,education,verb,foundation
german,versuchen,to try,education,verb,foundation
german,wählen,to choose,education,verb,foundation
german,sich waschen,to have a wash,education,verb,foundation
german,wiederholen,to repeat,education,verb,foundation
german,wissen,to know,education,verb,foundation
german,das Wörterbuch,dictionary,education,noun,foundation
german,die Zahnbürste,toothbrush,education,noun,foundation
german,die Zahnpasta,toothpaste,education,noun,foundation
german,zeichnen,to draw,education,verb,foundation
german,das Zeugnis,school report,education,noun,foundation
german,zuhören,to listen,education,verb,foundation
german,der Azubi,apprentice,education,noun,foundation
german,das Abitur,A-level,education,noun,foundation
german,der Abiturient,A-level students,education,noun,foundation
german,arbeiten,to work,education,verb,foundation
german,dasArbeitspraktikum,work experience,education,noun,foundation
german,die Ausbildung,education,education,noun,foundation
german,der Berufsberater,careers adviser,education,noun,foundation
german,die Berufsschule,vocational training school,education,noun,foundation
german,sich bewerben um,to apply for,education,verb,foundation
german,die Bewerbung,application,education,noun,foundation
german,der Brief,letter,education,noun,foundation
german,der Chef,boss,education,noun,foundation
german,sich entscheiden,to decide,education,verb,foundation
german,die Erfahrung,experience,education,noun,foundation
german,fertig,ready,education,adj,foundation
german,der Führerschein,driving licence,education,noun,foundation
german,die Gelegenheit,opportunity,education,noun,foundation
german,der Kollege,colleague,education,noun,foundation
german,der Kurs,course,education,noun,foundation
german,der Lebenslauf,CV,education,noun,foundation
german,die Lehre,apprenticeship,education,noun,foundation
german,der Lohn,wage,education,noun,foundation
german,der Mindestlohn,minimum wage,education,noun,foundation
german,der Nebenjob,part-time job,education,noun,foundation
german,die Oberstufe,sixth-form,education,noun,foundation
german,der Rat,advice,education,noun,foundation
german,das Semester,term,education,noun,foundation
german,der Studienplatz,university place,education,noun,foundation
german,das Studium,studies,education,noun,foundation
german,theoretisch,theoretical,education,adj,foundation
german,verdienen,to earn,education,verb,foundation
german,der Angestellte,employee,work,noun,foundation
german,der Apotheker,pharmacist,work,noun,foundation
german,die Arbeitszeit,work hours,work,noun,foundation
german,der Bäcker,baker,work,noun,foundation
german,der Bauarbeiter,builder,work,noun,foundation
german,bauen,to build,work,verb,foundation
german,der Bauer,farmer,work,noun,foundation
german,der Beamte,civil servant,work,noun,foundation
german,der Beruf,job,work,noun,foundation
german,berufstätig,employed,work,adj,foundation
german,beschäftigt,busy,work,adj,foundation
german,beschließen,to decide,work,verb,foundation
german,besitzen,to own,work,verb,foundation
german,der Besitzer,owner,work,noun,foundation
german,die Bezahlung,payment,work,noun,foundation
german,der Briefträger,postman,work,noun,foundation
german,das Büro,office,work,noun,foundation
german,erfüllen,to fulfil,work,verb,foundation
german,der Feuerwehrmann,fire fighter,work,noun,foundation
german,der Fleischer,butcher,work,noun,foundation
german,der Friseur,hairdresser,work,noun,foundation
german,ganztags,all day,work,adj,foundation
german,der Gärtner,gardener,work,noun,foundation
german,das Gehalt,salary,work,noun,foundation
german,die Halbtagsarbeit,part time employment,work,noun,foundation
german,die Hausfrau,house wife,work,noun,foundation
german,die Karriere,career,work,noun,foundation
german,der Kassierer,cashier,work,noun,foundation
german,der Klempner,plumber,work,noun,foundation
german,der Koch,chef,work,noun,foundation
german,der Krankenpfleger,nurse,work,noun,foundation
german,der LKW-Fahrer,lorry driver,work,noun,foundation
german,der Maler,"painter, decorator",work,noun,foundation
german,der Metzger,butcher,work,noun,foundation
german,der Pfarrer,vicar,work,noun,foundation
german,die Polizei,police,work,noun,foundation
german,der Polizist,policeman,work,noun,foundation
german,der Postbote,postman,work,noun,foundation
german,der Rentner,pensioner,work,noun,foundation
german,der Schauspieler,actor,work,noun,foundation
german,die Schichtarbeit,shift work,work,noun,foundation
german,der Teilzeitjob,part time job,work,noun,foundation
german,der Termin,appointment,work,noun,foundation
german,der Tischler,carpenter,work,noun,foundation
german,der Verkäufer,shop assistant,work,noun,foundation
german,die Vollzeitarbeit,full time work,work,noun,foundation
german,das Vorstellungsgespräch,job interview,work,noun,foundation
german,die Werkstatt,garage,work,noun,foundation
german,der Wunsch,wish,work,noun,foundation
german,der Alleinerziehende,single parent,"me, my family and friends",noun,higher
german,alleinstehend,single,"me, my family and friends",adj,higher
german,der Angeber,"show off, poser","me, my family and friends",noun,higher
german,aufpassen auf,to look after,"me, my family and friends",verb,higher
german,ausgeglichen,balanced,"me, my family and friends",adj,higher
german,der Bekannte,acquaintance,"me, my family and friends",noun,higher
german,die Beziehung,relationship,"me, my family and friends",noun,higher
german,die Braut,bride,"me, my family and friends",noun,higher
german,der Bräutigam,groom,"me, my family and friends",noun,higher
german,die Ehe,marriage,"me, my family and friends",noun,higher
german,eifersüchtig,jealous,"me, my family and friends",adj,higher
german,der Sinn für Humor,sense of humour,"me, my family and friends",noun,higher
german,eingebildet,conceited,"me, my family and friends",adj,higher
german,der Enkel,grandson,"me, my family and friends",noun,higher
german,die Enkelin,granddaughter,"me, my family and friends",noun,higher
german,die gleichgeschlechtliche Ehe,same-sex marriage,"me, my family and friends",noun,higher
german,großzügig,generous,"me, my family and friends",adj,higher
german,der Junggeselle,bachelor,"me, my family and friends",noun,higher
german,lebhaft,lively,"me, my family and friends",adj,higher
german,leiden,to suffer,"me, my family and friends",verb,higher
german,minderjährig,underage,"me, my family and friends",adj,higher
german,miteinander,with each other,"me, my family and friends",other,higher
german,der Neffe,nephew,"me, my family and friends",noun,higher
german,die Nichte,niece,"me, my family and friends",noun,higher
german,die Schulter,shoulder,"me, my family and friends",noun,higher
german,der Schwager,brother-in-law,"me, my family and friends",noun,higher
german,die Schwägerin,sister-in-law,"me, my family and friends",noun,higher
german,selbstbewusst,self-confident,"me, my family and friends",adj,higher
german,die Trauung,wedding ceremony,"me, my family and friends",noun,higher
german,treu,faithful,"me, my family and friends",adj,higher
german,der Verlobte,fiance,"me, my family and friends",noun,higher
german,verrückt,crazy,"me, my family and friends",adj,higher
german,der Verwandte,relative,"me, my family and friends",noun,higher
german,die Verwandtschaft,relatives,"me, my family and friends",noun,higher
german,verzeihen,to forgive,"me, my family and friends",verb,higher
german,volljährig,of age,"me, my family and friends",adj,higher
german,zurechtkommen mit,to cope with,"me, my family and friends",verb,higher
german,zuverlässig,reliable,"me, my family and friends",adj,higher
german,zweifeln,to doubt,"me, my family and friends",,higher
german,die Anwendungen,applications,technology,noun,higher
german,das Betriebssystem,operating system,technology,noun,higher
german,die Einstellungen,settings,technology,noun,higher
german,leistungsstark,powerful,technology,adj,higher
german,die Sicherheit,safety,technology,noun,higher
german,aufnehmen,to record,leisure,verb,higher
german,aufregend,exciting,leisure,adj,higher
german,das Bergsteigen,mountain climbing,leisure,noun,higher
german,der Dirigent,conductor,leisure,noun,higher
german,die Ente,duck,leisure,noun,higher
german,das Ergebnis,result,leisure,noun,higher
german,ermüdend,tiring,leisure,adj,higher
german,der Flachbildschirm,flat screen TV,leisure,noun,higher
german,die Flimmerkiste,telly,leisure,noun,higher
german,die Forelle,trout,leisure,noun,higher
german,die Gans,goose,leisure,noun,higher
german,die Geige,violin,leisure,noun,higher
german,geräuchert,smoked,leisure,adj,higher
german,die Halbfettmilch,semi-skimmed milk,leisure,noun,higher
german,hausgemacht,homemade,leisure,adj,higher
german,der Honig,honey,leisure,noun,higher
german,das Kalbfleisch,veal,leisure,noun,higher
german,der Knoblauch,garlic,leisure,noun,higher
german,der Lachs,salmon,leisure,noun,higher
german,das Lammfleisch,lamb,leisure,noun,higher
german,die Leichtathletik,athletics,leisure,noun,higher
german,die Magermilch,skimmed milk,leisure,noun,higher
german,das Mehl,flour,leisure,noun,higher
german,die Querflöte,flute,leisure,noun,higher
german,das Rennen,race,leisure,noun,higher
german,das Rindfleisch,beef,leisure,noun,higher
german,das Rührei,scrambled eggs,leisure,noun,higher
german,das Schlagzeug,drums,leisure,noun,higher
german,Schlittschuh laufen,ice skating,leisure,verb,higher
german,schmackhaft,tasty,leisure,adj,higher
german,das Schweinefleisch,pork,leisure,noun,higher
german,das Spiegelei,fried egg,leisure,noun,higher
german,das Sprudelwasser,sparkling water,leisure,noun,higher
german,der Truthahn,turkey,leisure,noun,higher
german,die Überraschung,surprise,leisure,noun,higher
german,der Untertitel,subtitle,leisure,noun,higher
german,der Verein,club,leisure,noun,higher
german,das Vergnügen,enjoyment,leisure,noun,higher
german,die Vollmilch,full fat milk,leisure,noun,higher
german,würzig,spicy,leisure,adj,higher
german,der Aprilscherz,April fool’s trick,festivals,noun,higher
german,die Gastfreundschaft,hospitality,festivals,noun,higher
german,der Tag der Arbeit,May Day,festivals,noun,higher
german,der Abstellraum,storeroom,home and local area,noun,higher
german,ausschalten,to switch off,home and local area,verb,higher
german,das Besteck,cutlery,home and local area,noun,higher
german,der Brunnen,well,home and local area,noun,higher
german,die Einbahnstraße,one way street,home and local area,noun,higher
german,einschalten,to switch on,home and local area,verb,higher
german,die Essecke,eating area,home and local area,noun,higher
german,der Fahrschein,ticket,home and local area,noun,higher
german,das Gerät,appliance,home and local area,noun,higher
german,geräumig,roomy,home and local area,adj,higher
german,das Geschirr,crockery,home and local area,noun,higher
german,gratis,free of charge,home and local area,adj,higher
german,die Grünanlage,park,home and local area,noun,higher
german,das Mehrfamilienhaus,apartment block,home and local area,noun,higher
german,das Möbelstück,piece of furniture,home and local area,noun,higher
german,die öffentliche Verkehrsmittel,public transport,home and local area,noun,higher
german,pleite,skint,home and local area,adj,higher
german,preiswert,good value,home and local area,adj,higher
german,der Rabatt,discount,home and local area,noun,higher
german,die Sackgasse,cul-de-sac,home and local area,noun,higher
german,die Sparkasse,savings bank,home and local area,noun,higher
german,der Stadtteil,part of town,home and local area,noun,higher
german,das Stadtviertel,district,home and local area,noun,higher
german,das Stockwerk,floor,home and local area,noun,higher
german,der Strom,electricity,home and local area,noun,higher
german,die Tiefkühltruhe,chest freezer,home and local area,noun,higher
german,das Treppenhaus,staircase,home and local area,noun,higher
german,umsonst,in vain,home and local area,other,higher
german,der Umzug,move,home and local area,noun,higher
german,der Wolkenkratzer,skyscraper,home and local area,noun,higher
german,abstinent,teetotal,health and social issues,adj,higher
german,der Atem,breath,health and social issues,noun,higher
german,die Atembeschwerden,breathing difficulties,health and social issues,noun,higher
german,der Bedürftige,person in need,health and social issues,noun,higher
german,begehen,to perpetrate,health and social issues,verb,higher
german,benachteiligen,to disadvantage,health and social issues,verb,higher
german,sich bewegen,to move,health and social issues,verb,higher
german,die Drogenberatungsstelle,advice centre for drug addicts,health and social issues,noun,higher
german,ehrenamtlich,honorary,health and social issues,adj,higher
german,einatmen,to breathe in,health and social issues,verb,higher
german,die Eingliederung,integration,health and social issues,noun,higher
german,einnehmen,to take in,health and social issues,verb,higher
german,die Entziehungskur,rehab,health and social issues,noun,higher
german,sich erbrechen,to be sick,health and social issues,verb,higher
german,fettarm,low in fat,health and social issues,adj,higher
german,das Gehirn,brain,health and social issues,noun,higher
german,lebendig,alive,health and social issues,adj,higher
german,magersüchtig,anorexic,health and social issues,adj,higher
german,das Mindesthaltbarkeitsdatum,best before date,health and social issues,noun,higher
german,die Nahrung,food,health and social issues,noun,higher
german,die Rassenvorurteile,racial prejudice,health and social issues,noun,higher
german,der Rassist,racist,health and social issues,noun,higher
german,der Raucherhusten,smoker’s cough,health and social issues,noun,higher
german,das Rauschgift,narcotic,health and social issues,noun,higher
german,die Straftat,crime,health and social issues,noun,higher
german,die Süßigkeiten,sweets,health and social issues,noun,higher
german,die Überdosis,overdose,health and social issues,noun,higher
german,übergewichtig,overweight,health and social issues,adj,higher
german,vermeiden,to avoid,health and social issues,verb,higher
german,die Abholzung,deforestation,global issues,noun,higher
german,die Auspuffgase,exhaust fumes,global issues,noun,higher
german,bedürftig,needy,global issues,adj,higher
german,das Düngemittel,fertiliser,global issues,noun,higher
german,die Einwegflasche,non-recyclable bottle,global issues,noun,higher
german,die Hauptverkehrszeit,rush hour,global issues,noun,higher
german,die Müllentsorgung,waste disposal,global issues,noun,higher
german,das Obdachlosenheim,hostel for homeless people,global issues,noun,higher
german,überschreiten,to exceed,global issues,verb,higher
german,verpesten,to pollute,global issues,verb,higher
german,verschwenden,to waste,global issues,verb,higher
german,verwenden,to use,global issues,verb,higher
german,wiederverwerten,to recycle,global issues,verb,higher
german,die Wiederverwertung,recycling,global issues,noun,higher
german,das Andenken,souvenir,travel and tourism,noun,higher
german,der Ärmelkanal,English Channel,travel and tourism,noun,higher
german,der Aufenthalt,stay,travel and tourism,noun,higher
german,die Auskunft,information,travel and tourism,noun,higher
german,die Autovermietung,car rental,travel and tourism,noun,higher
german,sich beeilen,to hurry,travel and tourism,verb,higher
german,begleiten,to accompany,travel and tourism,verb,higher
german,bestätigen,to confirm,travel and tourism,verb,higher
german,der Bodensee,Lake Constance,travel and tourism,noun,higher
german,der Dampfer,steam boat,travel and tourism,noun,higher
german,der Empfang,hotel reception,travel and tourism,noun,higher
german,entdecken,to discover,travel and tourism,verb,higher
german,sich erinnern,to remember,travel and tourism,verb,higher
german,der Fahrradverleih,bike hire,travel and tourism,noun,higher
german,Genf,Geneva,travel and tourism,noun,higher
german,die Gepäckaufbewahrung,left luggage,travel and tourism,noun,higher
german,die Klimaanlage,air conditioning,travel and tourism,noun,higher
german,der Prospekt,brochure,travel and tourism,noun,higher
german,der Strandkorb,wicker beach chair,travel and tourism,noun,higher
german,die Verbindung,connection,travel and tourism,noun,higher
german,das Verkehrsamt,tourist information office,travel and tourism,noun,higher
german,der Zoll,customs,travel and tourism,noun,higher
german,der Zuschlag,surcharge,travel and tourism,noun,higher
german,der Fremdsprachenassistent,language assistant,education,noun,higher
german,abschreiben,to copy,education,verb,higher
german,abwesend,absent,education,adj,higher
german,anwesend,present,education,adj,higher
german,die Aussprache,pronunciation,education,noun,higher
german,beantworten,to answer,education,verb,higher
german,durchfallen,to fail,education,verb,higher
german,eine Frage stellen,to ask a question,education,verb,higher
german,der Gang,corridor,education,noun,higher
german,die Leistung,achievement,education,noun,higher
german,der Leistungsdruck,pressure to achieve,education,noun,higher
german,die Patrone,cartridge,education,noun,higher
german,die Schere,scissors,education,noun,higher
german,schwänzen,to skive,education,verb,higher
german,die Strafarbeit,punishment,education,noun,higher
german,versetzt werden,to be moved up a year,education,verb,higher
german,einstellen,to employ,work,verb,higher
german,die Fachschule,technical college,education,noun,higher
german,die Hauswirtschaftslehre,home economics,education,noun,higher
german,das Pflichtfach,compulsory subject,education,noun,higher
german,die Sozialkunde,social studies,education,noun,higher
german,das Wahlfach,optional subject,education,noun,higher
german,die Wirtschaftslehre,business studies,education,noun,higher
german,der Arbeitgeber,employer,work,noun,higher
german,die Besprechung,meeting,work,noun,higher
german,der Betrieb,business,work,noun,higher
german,kündigen,to sack,work,verb,higher
german,vereinbaren,to arrange,work,verb,higher
